id,intakereason,animalname,breedname,basecolour,speciesname,animalage,sexname,movementtype,intakedate,movementdate,Time take to move out
61808,Sick/Injured,batty 46,Little Brown Bat,Black,Wildlife,1 year 0 months.,Unknown,Transfer,,,
61809,Stray,Tiberius,Husky,Black and White,Dog,7 years 0 months.,Male,Adoption,27/May/18,11/Sep/18,107.00
61810,Stray,Bambino,Chow Chow/Golden Retriever,Red,Dog,10 years 7 months.,Male,Reclaimed,,,
61811,Moving,Lucy Pug,Pug,Tan,Dog,9 years 6 months.,Female,Adoption,27/May/18,10/Jun/18,14.00
61812,Moving,Edwin,Pug/Beagle,Tan,Dog,14 years 5 months.,Male,Adoption,28/May/18,2/Jun/18,5.00
61813,Stray,Beaglease,Beagle,Tricolour,Dog,5 years 3 months.,Female,Reclaimed,,,
61813,Stray,Beaglease,Beagle,Tricolour,Dog,5 years 3 months.,Female,Adoption,28/May/18,12/Jun/18,15.00
61814,Stray,Circe,Bully Breed Mix,Grey,Dog,2 years 3 months.,Female,Foster,28/May/18,17/Jul/18,50.00
61814,Stray,Circe,Bully Breed Mix,Grey,Dog,2 years 3 months.,Female,Adoption,28/May/18,3/Aug/18,67.00
61815,Stray,Sounerous,Domestic Short Hair,Black and White,Cat,99 years 5 months.,Unknown,Transfer,,,
61816,Incompatible with owner lifestyle,Oscar,Domestic Short Hair,Grey and White,Cat,1 year 8 months.,Male,Adoption,,,
61818,Stray,Napoleon,Vietnamese Pot Bellied,Black,Pig,8 weeks.,Male,Adoption,,,
61819,Stray,Muriel,Vietnamese Pot Bellied,Black,Pig,19 weeks.,Male,Transfer,,,
61820,Unable to Afford,Max,Bully Breed Mix,Red and White,Dog,1 year 6 months.,Male,Adoption,28/May/18,5/Jun/18,8.00
61821,Police Assist,Buddy,Terrier,Grey,Dog,1 year 0 months.,Male,Reclaimed,,,
61823,Stray,Vienna,Domestic Short Hair,Grey,Cat,14 weeks.,Female,Adoption,,,
61824,Stray,Hollister,Domestic Short Hair,White and Black,Cat,9 months.,Male,Adoption,,,
61825,Stray,Gucci,Domestic Short Hair,Black and Brown,Cat,9 months.,Female,Adoption,,,
61826,Stray,Patches,Domestic Long Hair,Orange and White,Cat,7 years 2 months.,Male,Reclaimed,,,
61827,Unsuitable Accommodation,Karma,Beagle/Mix,Brindle,Dog,1 year 0 months.,Female,Adoption,28/May/18,22/Oct/18,147.00
61828,Biting,Whiskey River,Domestic Short Hair,Black and White,Cat,23 weeks.,Male,Adoption,,,
61829,Stray,Fernando,Domestic Long Hair,Siver and Black,Cat,3 years 2 months.,Male,Foster,,,
61831,Unable to Afford,Lucky Star,Domestic Medium Hair,Orange,Cat,14 weeks.,Male,Adoption,,,
61832,Unable to Afford,Papa (Don`t Preach),Domestic Short Hair,Orange,Cat,9 months.,Male,Adoption,,,
61833,Unable to Afford,Borderline,Domestic Long Hair,Tortie,Cat,14 weeks.,Female,Adoption,,,
61835,Landlord issues,Tater,Domestic Long Hair,Grey and White,Cat,2 years 5 months.,Female,Adoption,,,
61836,Landlord issues,Ducky,Domestic Medium Hair,Grey,Cat,2 years 3 months.,Female,Adoption,,,
61837,Landlord issues,Princess,Domestic Short Hair,Grey,Cat,8 months.,Female,Adoption,,,
61838,Stray,Handsome,Bully Breed Mix,Chocolate,Dog,1 year 4 months.,Male,Adoption,28/May/18,2/Jun/18,5.00
61844,Stray,Sandra Dee,Domestic Short Hair,Tortie,Cat,24 weeks.,Female,Adoption,,,
61845,Stray,Hemlock Cliff,Domestic Short Hair,Orange and White,Cat,3 years 1 month.,Male,Adoption,,,
61846,Incompatible with owner lifestyle,Lulu,Domestic Short Hair,"Brown, Black and White",Cat,4 years 7 months.,Female,Adoption,,,
61848,Stray,Hariah,Domestic Short Hair,Black and Brown,Cat,8 months.,Female,Adoption,,,
61849,Stray,Gonzo,Domestic Short Hair,Orange,Cat,5 years 6 months.,Male,Adoption,,,
61850,Moving,Bobby,Pomeranian/Mix,White and Tan,Dog,2 years 10 months.,Male,Adoption,28/May/18,1/Jun/18,4.00
61853,Stray,Louis,Labrador Retriever,Yellow,Dog,1 year 1 month.,Male,Adoption,29/May/18,5/Jun/18,7.00
61854,Stray,Clark,Labrador Retriever,Black,Dog,1 year 0 months.,Male,Adoption,29/May/18,30/May/18,1.00
61855,Stray,Winston,Hound,Tricolour,Dog,6 years 0 months.,Male,Reclaimed,,,
61857,Stray,Jed Joy Diesel,Labrador Retriever,Black and White,Dog,1 year 0 months.,Male,Reclaimed,,,
61857,Stray,Jed Joy Diesel,Labrador Retriever,Black and White,Dog,1 year 0 months.,Male,Reclaimed,,,
61858,Moving,Tiger,Domestic Short Hair,Grey,Cat,1 year 5 months.,Male,Adoption,,,
61859,Incompatible with owner lifestyle,Jackson,Domestic Medium Hair,Orange,Cat,11 months.,Male,Adoption,,,
61860,Incompatible with owner lifestyle,Sebastion,American,White and Black,House Rabbit,2 years 0 months.,Male,Adoption,,,
61861,Stray,Buddy,Chocolate Labrador Retriever,Chocolate,Dog,1 year 1 month.,Male,Adoption,29/May/18,30/May/18,1.00
61862,Stray,Tuna,Terrier/Mix,Brown,Dog,8 months.,Male,Adoption,29/May/18,6/Jul/18,38.00
61863,Stray,Radish,Domestic Short Hair,Black and White,Cat,1 year 7 months.,Male,Adoption,,,
61865,Stray,Pickles,Pomeranian,Golden,Dog,7 years 0 months.,Male,Adoption,29/May/18,29/May/18,#NUM!
61866,Stray,Julius,Domestic Short Hair,Orange,Cat,15 weeks.,Male,Adoption,,,
61867,Stray,Romeo,Domestic Short Hair,Grey and black,Cat,9 months.,Male,Adoption,,,
61867,Stray,Romeo,Domestic Short Hair,Grey and black,Cat,9 months.,Male,Reclaimed,,,
61868,Stray,Champ,Golden Retriever/Labrador Retriever,Golden,Dog,10 years 0 months.,Male,Reclaimed,,,
61869,Biting,Red,Bully Breed Mix,Brown and White,Dog,3 years 5 months.,Male,Reclaimed,,,
61869,Biting,Red,Bully Breed Mix,Brown and White,Dog,3 years 5 months.,Male,Reclaimed,,,
61870,Stray,Ms. Merry,Domestic Short Hair,Dilute calico,Cat,1 year 6 months.,Female,Adoption,,,
61871,Stray,Bear,Chow Chow/Mix,Black,Dog,2 years 1 month.,Male,Reclaimed,,,
61872,Stray,Violet,Chihuahua/Mix,Black and Brown,Dog,11 years 1 month.,Female,Reclaimed,,,
61873,Stray,Pepper,Domestic Medium Hair,Orange and White,Cat,1 year 0 months.,Male,Reclaimed,,,
61874,Stray,Magnolia,Golden Retriever/Chow Chow,Golden,Dog,2 years 9 months.,Female,Adoption,29/May/18,29/May/18,#NUM!
61875,Stray,Clipper,Domestic Short Hair,Black,Cat,30 years 5 months.,Unknown,Transfer,,,
61876,Stray,Majestic,Domestic Medium Hair,Calico,Cat,7 years 2 months.,Female,Foster,,,
61876,Stray,Majestic,Domestic Medium Hair,Calico,Cat,7 years 2 months.,Female,Adoption,,,
61877,Stray,Steamer,Domestic Short Hair,Grey,Cat,5 years 5 months.,Male,Adoption,,,
61879,Stray,Aries Star Dreams,Doberman Pinscher,Black and Tan,Dog,3 years 5 months.,Female,Transfer,29/May/18,22/Jun/18,24.00
61880,Incompatible with owner lifestyle,Penelope,Lionhead,Grey and black,House Rabbit,1 year 5 months.,Female,Transfer,,,
61881,Incompatible with owner lifestyle,Thumbelina,Domestic Short Hair,Grey Black and White,Cat,13 weeks.,Female,Foster,,,
61881,Incompatible with owner lifestyle,Thumbelina,Domestic Short Hair,Grey Black and White,Cat,13 weeks.,Female,Foster,,,
61881,Incompatible with owner lifestyle,Thumbelina,Domestic Short Hair,Grey Black and White,Cat,13 weeks.,Female,Adoption,,,
61882,Rabies Monitoring,Deablo,Bully Breed Mix,Black and White,Dog,1 year 0 months.,Male,Reclaimed,,,
61883,Moving,Daniel Tiger,Domestic Long Hair,Orange,Cat,1 year 7 months.,Male,Adoption,,,
61884,Moving,Tigger,Domestic Long Hair,Orange,Cat,1 year 7 months.,Male,Adoption,,,
61885,Stray,Finch,Labrador Retriever/Mix,Black,Dog,7 years 2 months.,Male,Reclaimed,,,
61885,Stray,Finch,Labrador Retriever/Mix,Black,Dog,7 years 2 months.,Male,Reclaimed,,,
61886,Police Assist,Samson,German Shepherd Dog,Black and Brown,Dog,13 years 3 months.,Male,Reclaimed,,,
61888,Stray,Casey,Domestic Short Hair,Grey and White,Cat,1 year 8 months.,Male,Adoption,,,
61890,Stray,Barbara,Domestic Short Hair,Tabbico,Cat,11 weeks.,Female,Adoption,,,
61891,Incompatible with other pets,Merlin,Domestic Short Hair,Orange and White,Cat,1 year 11 months.,Male,Adoption,,,
61891,Incompatible with other pets,Merlin,Domestic Short Hair,Orange and White,Cat,1 year 11 months.,Male,Adoption,,,
61891,Incompatible with other pets,Merlin,Domestic Short Hair,Orange and White,Cat,1 year 11 months.,Male,Adoption,,,
61892,Stray,Feral #1,Domestic Short Hair,Grey and White,Cat,2 years 5 months.,Male,Transfer,,,
61893,Stray,Feral #2,Domestic Short Hair,Black and Brown,Cat,1 year 0 months.,Male,Transfer,,,
61894,Stray,Memphis,Pug,Fawn,Dog,12 years 4 months.,Male,Reclaimed,,,
61894,Stray,Memphis,Pug,Fawn,Dog,12 years 4 months.,Male,Reclaimed,,,
61895,Stray,Feral #3,Domestic Short Hair,Black and White,Cat,1 year 0 months.,Unknown,Transfer,,,
61896,Stray,Tortitude,Domestic Short Hair,Tortie,Cat,1 year 1 month.,Female,Adoption,,,
61897,Stray,Zebra,"Terrier/Poodle, Miniature",Black,Dog,12 years 5 months.,Female,Foster,29/May/18,13/Jul/18,45.00
61897,Stray,Zebra,"Terrier/Poodle, Miniature",Black,Dog,12 years 5 months.,Female,Adoption,30/May/18,31/May/18,1.00
61898,Stray,Didi,Hound,Red,Dog,1 year 7 months.,Female,Reclaimed,,,
61899,Moving,Eden,Ferret,Fawn,Ferret,9 months.,Female,Transfer,,,
61900,Moving,Niko,Ferret,Fawn,Ferret,7 months.,Male,Transfer,,,
61901,Unsuitable Accommodation,Red,Hound/Mix,Red,Dog,3 years 7 months.,Female,Adoption,30/May/18,11/Jun/18,12.00
61902,Unsuitable Accommodation,Charming,Bully Breed Mix/Shih Tzu,Red,Dog,26 weeks.,Male,Foster,30/May/18,30/May/18,#NUM!
61902,Unsuitable Accommodation,Charming,Bully Breed Mix/Shih Tzu,Red,Dog,26 weeks.,Male,Adoption,30/May/18,30/May/18,#NUM!
61903,Unsuitable Accommodation,Flynn Rider,Bully Breed Mix/Shih Tzu,Red,Dog,25 weeks.,Male,Foster,30/May/18,16/Jun/18,17.00
61903,Unsuitable Accommodation,Flynn Rider,Bully Breed Mix/Shih Tzu,Red,Dog,25 weeks.,Male,Adoption,30/May/18,10/Aug/18,72.00
61904,Unsuitable Accommodation,Dimitri,Bully Breed Mix/Shih Tzu,Red and Black,Dog,16 weeks.,Male,Foster,31/May/18,13/Jun/18,13.00
61904,Unsuitable Accommodation,Dimitri,Bully Breed Mix/Shih Tzu,Red and Black,Dog,16 weeks.,Male,Adoption,31/May/18,9/Jun/18,9.00
61905,Unsuitable Accommodation,Eric,Bully Breed Mix/Shih Tzu,Red,Dog,19 weeks.,Male,Foster,31/May/18,16/Sep/18,108.00
61905,Unsuitable Accommodation,Eric,Bully Breed Mix/Shih Tzu,Red,Dog,19 weeks.,Male,Adoption,31/May/18,1/Jun/18,1.00
61906,Unsuitable Accommodation,Naveen,Bully Breed Mix/Shih Tzu,Red,Dog,24 weeks.,Male,Foster,1/Jun/18,11/Jun/18,10.00
61906,Unsuitable Accommodation,Naveen,Bully Breed Mix/Shih Tzu,Red,Dog,24 weeks.,Male,Adoption,1/Jun/18,13/Jun/18,12.00
61907,Unsuitable Accommodation,Cid,Bully Breed Mix/Shih Tzu,Red,Dog,6 months.,Male,Foster,1/Jun/18,8/Jun/18,7.00
61907,Unsuitable Accommodation,Cid,Bully Breed Mix/Shih Tzu,Red,Dog,6 months.,Male,Adoption,1/Jun/18,17/Jul/18,46.00
61908,Moving,Scruffy,Domestic Short Hair,Black and White,Cat,15 years 5 months.,Male,Foster,,,
61908,Moving,Scruffy,Domestic Short Hair,Black and White,Cat,15 years 5 months.,Male,Adoption,,,
61909,Allergies,Buddy,Hound,Tan and White,Dog,18 weeks.,Male,Adoption,1/Jun/18,1/Jun/18,#NUM!
61911,Incompatible with owner lifestyle,Ruby,Domestic Medium Hair,Buff,Cat,2 years 0 months.,Female,Adoption,,,
61912,Owner requested Euthanasia,Leo,Bully Breed Mix/Great Dane,Brindle,Dog,11 years 2 months.,Male,Adoption,1/Jun/18,7/Jun/18,6.00
61913,Unable to Afford,Reign,Heeler/Bully Breed Mix,Blue merle,Dog,11 months.,Female,Adoption,1/Jun/18,1/Jun/18,#NUM!
61914,Stray,Veritas,Rottweiler/Labrador Retriever,Brown and Black,Dog,5 years 5 months.,Male,Reclaimed,,,
61915,Stray,Mylai,Bully Breed Mix/Boxer,Red,Dog,4 years 6 months.,Female,Foster,1/Jun/18,6/Jun/18,5.00
61915,Stray,Mylai,Bully Breed Mix/Boxer,Red,Dog,4 years 6 months.,Female,Adoption,1/Jun/18,1/Jun/18,#NUM!
61917,Stray,Skye,Bully Breed Mix,Black and White,Dog,3 years 7 months.,Female,Reclaimed,,,
61919,Unable to Afford,Rosco Bubs,Staffordshire Bull Terrier/English Bulldog,Blue merle,Dog,7 months.,Male,Adoption,1/Jun/18,7/Jun/18,6.00
61920,Stray,Luna,Domestic Short Hair,Black,Cat,2 years 0 months.,Female,Reclaimed,,,
61921,Stray,koda,Chihuahua/Bully Breed Mix,Brown,Dog,1 year 11 months.,Male,Reclaimed,,,
61922,Litter relinquishment,Boy,Chihuahua,Tan,Dog,10 months.,Male,Foster,2/Jun/18,2/Jun/18,#NUM!
61922,Litter relinquishment,Boy,Chihuahua,Tan,Dog,10 months.,Male,Foster,2/Jun/18,2/Jun/18,#NUM!
61922,Litter relinquishment,Boy,Chihuahua,Tan,Dog,10 months.,Male,Foster,2/Jun/18,4/Jun/18,2.00
61922,Litter relinquishment,Boy,Chihuahua,Tan,Dog,10 months.,Male,Adoption,3/Jun/18,9/Jun/18,6.00
61924,Litter relinquishment,Charlie Chihuahua,Chihuahua,Tan and White,Dog,9 months.,Male,Foster,4/Jun/18,10/Jun/18,6.00
61924,Litter relinquishment,Charlie Chihuahua,Chihuahua,Tan and White,Dog,9 months.,Male,Adoption,4/Jun/18,15/Jun/18,11.00
61925,Litter relinquishment,Moo,Domestic Short Hair,Black and White,Cat,1 year 7 months.,Female,Foster,,,
61925,Litter relinquishment,Moo,Domestic Short Hair,Black and White,Cat,1 year 7 months.,Female,Adoption,,,
61926,Litter relinquishment,Mooshmallow,Domestic Short Hair,Black and White,Cat,10 weeks.,Male,Foster,,,
61926,Litter relinquishment,Mooshmallow,Domestic Short Hair,Black and White,Cat,10 weeks.,Male,Adoption,,,
61927,Litter relinquishment,Mootsy,Domestic Short Hair,Tabbico,Cat,10 weeks.,Female,Foster,,,
61927,Litter relinquishment,Mootsy,Domestic Short Hair,Tabbico,Cat,10 weeks.,Female,Adoption,,,
61928,Litter relinquishment,Moozie,Domestic Short Hair,Calico,Cat,10 weeks.,Female,Foster,,,
61928,Litter relinquishment,Moozie,Domestic Short Hair,Calico,Cat,10 weeks.,Female,Adoption,,,
61929,Litter relinquishment,Mooglie,Domestic Short Hair,Grey and White,Cat,10 weeks.,Male,Foster,,,
61929,Litter relinquishment,Mooglie,Domestic Short Hair,Grey and White,Cat,10 weeks.,Male,Adoption,,,
61930,Litter relinquishment,Moosaka,Domestic Short Hair,Dilute calico,Cat,6 months.,Female,Foster,,,
61930,Litter relinquishment,Moosaka,Domestic Short Hair,Dilute calico,Cat,6 months.,Female,Adoption,,,
61932,Unsuitable Accommodation,Hershey,Domestic Short Hair,Brown and Black,Cat,17 weeks.,Male,Adoption,,,
61933,Incompatible with owner lifestyle,Kenzie,Collie/German Shepherd Dog,Black and Tan,Dog,9 years 5 months.,Female,Adoption,4/Jun/18,8/Dec/18,187.00
61935,Abandoned,Mia,Chihuahua/Corgi,Cream,Dog,4 years 5 months.,Female,Reclaimed,,,
61935,Abandoned,Mia,Chihuahua/Corgi,Cream,Dog,4 years 5 months.,Female,Adoption,5/Jun/18,22/Jun/18,17.00
61936,Police Assist,Tyson,Bully Breed Mix,Brindle and White,Dog,4 years 5 months.,Male,Reclaimed,,,
61938,Marriage/Relationship split,Reggie,American Bulldog,White,Dog,3 years 5 months.,Male,Adoption,5/Jun/18,11/Jun/18,6.00
61941,Stray,Barney,Goat,White,Goat,1 year 1 month.,Male,Adoption,,,
61942,Stray,Annabelle Lee,Spaniel/Labrador Retriever,Black,Dog,8 months.,Female,Foster,5/Jun/18,6/Jul/18,31.00
61942,Stray,Annabelle Lee,Spaniel/Labrador Retriever,Black,Dog,8 months.,Female,Adoption,5/Jun/18,5/Jun/18,#NUM!
61944,Unsuitable Accommodation,Xavier,Domestic Short Hair,Grey,Cat,2 years 1 month.,Male,Adoption,,,
61946,Stray,Shea,Mix,Black and White,Dog,1 year 4 months.,Female,Adoption,5/Jun/18,5/Jun/18,#NUM!
61947,Unsuitable Accommodation,Bridgette,Domestic Short Hair,Calico,Cat,5 years 1 month.,Female,Adoption,,,
61948,Unsuitable Accommodation,Breckin,Siamese/Domestic Short Hair,Lynx point,Cat,2 years 1 month.,Female,Adoption,,,
61949,Unsuitable Accommodation,Brilla,Siamese/Domestic Short Hair,Lynx point,Cat,4 years 1 month.,Female,Adoption,,,
61950,Unsuitable Accommodation,Brick,Snowshoe/Domestic Short Hair,Blue Point,Cat,2 years 3 months.,Male,Foster,,,
61950,Unsuitable Accommodation,Brick,Snowshoe/Domestic Short Hair,Blue Point,Cat,2 years 3 months.,Male,Adoption,,,
61951,Police Assist,Lucy,Beagle,Tricolour,Dog,1 year 4 months.,Female,Reclaimed,,,
61952,Stray,Daisy,Beagle,Tricolour,Dog,11 years 0 months.,Female,Reclaimed,,,
61953,Stray,Patagonia,Domestic Short Hair,Brown and Black,Cat,13 weeks.,Female,Adoption,,,
61954,Stray,Tanzania,Domestic Medium Hair,Orange,Cat,15 weeks.,Male,Adoption,,,
61955,Incompatible with owner lifestyle,Bentley,Heeler/Labrador Retriever,Black,Dog,1 year 0 months.,Male,Adoption,5/Jun/18,6/Jun/18,1.00
61956,Unable to Afford,Tiger Paw,Domestic Short Hair,Black and Brown,Cat,2 years 1 month.,Female,Adoption,,,
61957,Stray,Tonya,Domestic Medium Hair,Torbie,Cat,2 years 1 month.,Female,Adoption,,,
61958,Unable to Afford,Grey Storm,Domestic Short Hair,Grey,Cat,19 weeks.,Male,Adoption,,,
61959,Unable to Afford,Ms.Tabby Tornado,Domestic Short Hair,Black and Brown,Cat,21 weeks.,Female,Adoption,,,
61961,Stray,Woong,Chihuahua,Tan,Dog,1 year 1 month.,Male,Adoption,6/Jun/18,19/May/18,#NUM!
61962,Moving,Bramble,Hedgehog,Brown,Hedgehog,2 years 5 months.,Female,Foster,,,
61962,Moving,Bramble,Hedgehog,Brown,Hedgehog,2 years 5 months.,Female,Adoption,,,
61965,Unsuitable Accommodation,Zink,Shih Tzu/Poodle,Black and grey,Dog,1 year 3 months.,Male,Foster,6/Jun/18,14/Jun/18,8.00
61965,Unsuitable Accommodation,Zink,Shih Tzu/Poodle,Black and grey,Dog,1 year 3 months.,Male,Adoption,6/Jun/18,13/Jul/18,37.00
61966,Unsuitable Accommodation,Copper,"Schnauzer, Standard/Poodle",Grey and White,Dog,1 year 2 months.,Male,Foster,6/Jun/18,8/Jun/18,2.00
61966,Unsuitable Accommodation,Copper,"Schnauzer, Standard/Poodle",Grey and White,Dog,1 year 2 months.,Male,Foster,6/Jun/18,14/Jun/18,8.00
61966,Unsuitable Accommodation,Copper,"Schnauzer, Standard/Poodle",Grey and White,Dog,1 year 2 months.,Male,Foster,7/Jun/18,2/Jul/18,25.00
61966,Unsuitable Accommodation,Copper,"Schnauzer, Standard/Poodle",Grey and White,Dog,1 year 2 months.,Male,Foster,7/Jun/18,7/Jun/18,#NUM!
61966,Unsuitable Accommodation,Copper,"Schnauzer, Standard/Poodle",Grey and White,Dog,1 year 2 months.,Male,Foster,7/Jun/18,11/Jul/18,34.00
61966,Unsuitable Accommodation,Copper,"Schnauzer, Standard/Poodle",Grey and White,Dog,1 year 2 months.,Male,Adoption,7/Jun/18,15/Jul/18,38.00
61968,Unable to Afford,Lucy Sophia,Domestic Short Hair,Tabbico,Cat,15 weeks.,Female,Foster,,,
61968,Unable to Afford,Lucy Sophia,Domestic Short Hair,Tabbico,Cat,15 weeks.,Female,Foster,,,
61968,Unable to Afford,Lucy Sophia,Domestic Short Hair,Tabbico,Cat,15 weeks.,Female,Adoption,,,
61969,Stray,Antonio,Domestic Short Hair,Orange,Cat,4 years 1 month.,Male,Adoption,,,
61970,Stray,Sammy,Beagle,Tricolour,Dog,10 years 0 months.,Male,Reclaimed,,,
61973,Stray,Violet,Domestic Medium Hair,Grey,Cat,16 years 4 months.,Female,Reclaimed,,,
61975,Incompatible with owner lifestyle,Blu,Shar Pei/Mix,Grey,Dog,7 years 8 months.,Male,Foster,7/Jun/18,15/Jul/18,38.00
61975,Incompatible with owner lifestyle,Blu,Shar Pei/Mix,Grey,Dog,7 years 8 months.,Male,Adoption,7/Jun/18,28/Jun/18,21.00
61975,Incompatible with owner lifestyle,Blu,Shar Pei/Mix,Grey,Dog,7 years 8 months.,Male,Adoption,7/Jun/18,8/Jun/18,1.00
61976,Stray,Ruby,Bully Breed Mix,Tan,Dog,1 year 1 month.,Female,Reclaimed,,,
61977,Incompatible with owner lifestyle,Buddy Chihuahua,Chihuahua,Black and Tan,Dog,2 years 0 months.,Male,Transfer,8/Jun/18,30/Jun/18,22.00
61978,Stray,grey cat,Domestic Short Hair,Grey,Cat,6 years 4 months.,Unknown,Transfer,,,
61979,Unable to Afford,Sherlock,Domestic Short Hair,Black and White,Cat,25 weeks.,Male,Foster,,,
61979,Unable to Afford,Sherlock,Domestic Short Hair,Black and White,Cat,25 weeks.,Male,Adoption,,,
61980,Unable to Afford,Watson,Domestic Short Hair,Black,Cat,16 weeks.,Male,Foster,,,
61980,Unable to Afford,Watson,Domestic Short Hair,Black,Cat,16 weeks.,Male,Adoption,,,
61982,Abandoned,Big Nugget,Chicken,Grey Black and White,Livestock,1 year 0 months.,Male,Adoption,,,
61983,Abandoned,Pablito,Chicken,Grey Black and White,Livestock,1 year 1 month.,Male,Adoption,,,
61984,Abandoned,El Jefe,Chicken,Black,Livestock,1 year 0 months.,Male,Adoption,,,
61985,Abandoned,El Pollo Loco,Chicken,Grey Black and White,Livestock,1 year 2 months.,Male,Foster,,,
61985,Abandoned,El Pollo Loco,Chicken,Grey Black and White,Livestock,1 year 2 months.,Male,Adoption,,,
61986,Stray,Cammie,Dutch,White and Black,House Rabbit,1 year 3 months.,Female,Adoption,,,
61986,Stray,Cammie,Dutch,White and Black,House Rabbit,1 year 3 months.,Female,Transfer,,,
61987,Incompatible with owner lifestyle,Mister,Domestic Short Hair,Brown and Black,Cat,4 years 1 month.,Male,Adoption,,,
61988,Incompatible with owner lifestyle,Ellie,Domestic Long Hair,Grey,Cat,11 years 2 months.,Female,Adoption,,,
61989,Stray,Brewster,Shih Tzu/Poodle,Black and White,Dog,5 years 0 months.,Male,Reclaimed,,,
61990,Stray,Coco,Heeler,Red and White,Dog,1 year 6 months.,Female,Reclaimed,,,
61991,Unable to Afford,Shadow,Husky,White,Dog,2 years 9 months.,Male,Adoption,8/Jun/18,26/Jun/18,18.00
61992,Incompatible with owner lifestyle,Rocks,Cattle Dog,Black merle,Dog,1 year 2 months.,Male,Adoption,8/Jun/18,20/Aug/18,73.00
61992,Incompatible with owner lifestyle,Rocks,Cattle Dog,Black merle,Dog,1 year 2 months.,Male,Adoption,8/Jun/18,28/Jun/18,20.00
61993,Incompatible with owner lifestyle,Sissy,Terrier,Red and Black,Dog,4 years 5 months.,Female,Adoption,8/Jun/18,26/Jun/18,18.00
61994,Stray,Orange You Glad I Didn`t Say Banana,Domestic Short Hair,Orange,Cat,4 years 4 months.,Male,Adoption,,,
61995,Owner Deceased,Monsieur Handsome,Domestic Medium Hair,Black and White,Cat,10 months.,Male,Adoption,,,
61996,Owner Deceased,Lord Gorgeous,Domestic Medium Hair,Black and Brown,Cat,1 year 5 months.,Male,Adoption,,,
61997,Owner Deceased,Madame Stunning,Domestic Medium Hair,Black and Brown,Cat,1 year 5 months.,Female,Adoption,,,
61998,Owner Deceased,Master Charming,Domestic Medium Hair,Black and Tan,Cat,1 year 5 months.,Male,Adoption,,,
61999,Moving,Luna,Bully Breed Mix,Black and White,Dog,2 years 0 months.,Female,Adoption,8/Jun/18,3/Jul/18,25.00
62000,Moving,Nell,Domestic Short Hair,Black,Cat,10 months.,Female,Foster,,,
62000,Moving,Nell,Domestic Short Hair,Black,Cat,10 months.,Female,Adoption,,,
62001,Moving,Pachi,Domestic Short Hair,Black and grey,Cat,10 months.,Male,Foster,,,
62001,Moving,Pachi,Domestic Short Hair,Black and grey,Cat,10 months.,Male,Adoption,,,
62002,Police Assist,Mae,Beagle,Tricolour,Dog,14 years 0 months.,Female,Reclaimed,,,
62004,Landlord issues,Riley,Domestic Short Hair,Orange,Cat,6 months.,Male,Adoption,,,
62006,Incompatible with owner lifestyle,Tank,Domestic Short Hair,Black and Brown,Cat,4 years 2 months.,Male,Adoption,,,
62006,Incompatible with owner lifestyle,Tank,Domestic Short Hair,Black and Brown,Cat,4 years 2 months.,Male,Adoption,,,
62007,Stray,Jessie,Domestic Short Hair,Tortie,Cat,9 months.,Female,Adoption,,,
62008,Stray,Missy,Australian Shepherd/Chow Chow,Black,Dog,10 years 1 month.,Female,Reclaimed,,,
62009,Stray,Jackson,Bully Breed Mix,Grey,Dog,1 year 2 months.,Male,Foster,8/Jun/18,25/Jun/18,17.00
62009,Stray,Jackson,Bully Breed Mix,Grey,Dog,1 year 2 months.,Male,Adoption,8/Jun/18,26/Jun/18,18.00
62010,Incompatible with owner lifestyle,Bunzilla,Lop Eared,Brown,House Rabbit,6 months.,Male,Foster,,,
62010,Incompatible with owner lifestyle,Bunzilla,Lop Eared,Brown,House Rabbit,6 months.,Male,Adoption,,,
62011,Stray,Bella,Bloodhound,Red,Dog,10 years 5 months.,Female,Reclaimed,,,
62013,Stray,Sasha,Husky,Tan and White,Dog,11 months.,Female,Reclaimed,,,
62014,Unsuitable Accommodation,Duke,Dachshund,Red,Dog,11 years 11 months.,Male,Adoption,8/Jun/18,28/Jun/18,20.00
62015,Stray,Dynamic,American,White and Orange,House Rabbit,2 years 11 months.,Female,Transfer,,,
62016,Unable to Afford,Josie,Rat Terrier,Tricolour,Dog,1 year 2 months.,Female,Foster,9/Jun/18,9/Jun/18,#NUM!
62016,Unable to Afford,Josie,Rat Terrier,Tricolour,Dog,1 year 2 months.,Female,Adoption,4/Jun/18,4/Jun/18,#NUM!
62016,Unable to Afford,Josie,Rat Terrier,Tricolour,Dog,1 year 2 months.,Female,Adoption,4/Jun/18,12/Jun/18,8.00
62017,Moving,Violet,Domestic Short Hair,Black,Cat,10 months.,Female,Adoption,,,
62018,Stray,Fuzzy Bear,Retriever/Mix,Black,Dog,24 weeks.,Male,Adoption,4/Jun/18,17/Jul/18,43.00
62018,Stray,Fuzzy Bear,Retriever/Mix,Black,Dog,24 weeks.,Male,Adoption,4/Jun/18,31/Jul/18,57.00
62020,Incompatible with other pets,Poppy,Dachshund/Mix,Black and Brown,Dog,2 years 6 months.,Female,Adoption,4/Jun/18,4/Jun/18,#NUM!
62021,Incompatible with owner lifestyle,Rose,German Shepherd Dog,Black and Tan,Dog,11 months.,Female,Foster,4/Jun/18,12/Jun/18,8.00
