id,intakereason,animalname,breedname,basecolour,speciesname,animalage,sexname,movementtype,intakedate,movementdate,Time take to move out
56954,Moving,Daisy Jade,Domestic Short Hair,Black and Brown,Cat,3 years 1 month.,Female,Adoption,,,
56955,Moving,Mayzie,Domestic Short Hair,Torbie,Cat,1 year 7 months.,Female,Transfer,,,
56957,Moving,Stewie,Domestic Short Hair,Brown and Black,Cat,1 year 7 months.,Female,Transfer,,,
56958,Stray,Buddy,Domestic Short Hair,White and Black,Cat,8 weeks.,Unknown,Foster,,,
56959,Stray,Greggie,Domestic Medium Hair,Grey,Cat,1 year 5 months.,Male,Foster,,,
56959,Stray,Greggie,Domestic Medium Hair,Grey,Cat,1 year 5 months.,Male,Adoption,,,
56960,Sick/Injured,Lacy,Domestic Short Hair,Black,Cat,2 years 3 months.,Female,Reclaimed,,,
56960,Sick/Injured,Lacy,Domestic Short Hair,Black,Cat,2 years 3 months.,Female,Foster,,,
56960,Sick/Injured,Lacy,Domestic Short Hair,Black,Cat,2 years 3 months.,Female,Adoption,,,
56962,Sick/Injured,Abby,Domestic Short Hair,Black and Brown,Cat,1 year 4 months.,Female,Reclaimed,,,
56962,Sick/Injured,Abby,Domestic Short Hair,Black and Brown,Cat,1 year 4 months.,Female,Foster,,,
56962,Sick/Injured,Abby,Domestic Short Hair,Black and Brown,Cat,1 year 4 months.,Female,Adoption,,,
56963,Stray,Molly,Terrier,White and Brown,Dog,6 years 3 months.,Female,Reclaimed,,,
56965,Transfer from Other Shelter,Captain America,Bully Breed Mix,Brindle and White,Dog,4 years 3 months.,Male,Foster,22/Jun/17,29/Jul/17,37.00
56965,Transfer from Other Shelter,Captain America,Bully Breed Mix,Brindle and White,Dog,4 years 3 months.,Male,Foster,23/Jun/17,24/Jun/17,1.00
56965,Transfer from Other Shelter,Captain America,Bully Breed Mix,Brindle and White,Dog,4 years 3 months.,Male,Adoption,23/Jun/17,15/Jul/17,22.00
56966,Transfer from Other Shelter,Nigel,Mix,Brindle and Black,Dog,4 years 3 months.,Male,Adoption,23/Jun/17,29/Jul/17,36.00
56967,Stray,Justice,Domestic Short Hair,Black and grey,Cat,1 year 4 months.,Female,Foster,,,
56967,Stray,Justice,Domestic Short Hair,Black and grey,Cat,1 year 4 months.,Female,Adoption,,,
56968,Police Assist,Milo,Chihuahua/Pomeranian,Cream,Dog,3 years 3 months.,Male,Reclaimed,,,
56969,Police Assist,Slim,Chihuahua/Mix,Tan,Dog,11 years 3 months.,Male,Reclaimed,,,
56970,Stray,Margherita,Shetland Sheepdog Sheltie/Mix,Black and Tan,Dog,5 years 6 months.,Female,Adoption,23/Jun/17,8/Jul/17,15.00
56972,Stray,Phoebe,Domestic Short Hair,Orange,Cat,2 years 11 months.,Female,Reclaimed,,,
56973,Stray,Belion,Domestic Short Hair,Orange,Cat,1 year 8 months.,Male,Foster,,,
56973,Stray,Belion,Domestic Short Hair,Orange,Cat,1 year 8 months.,Male,Adoption,,,
56974,Moving,Luna,Standard,Grey and White,Rat,2 years 9 months.,Female,Adoption,,,
56975,Moving,Orange,Standard,Black and White,Rat,2 years 9 months.,Female,Adoption,,,
56976,Marriage/Relationship split,Parker,Mastiff/Mix,Tan and Brown,Dog,5 years 8 months.,Male,Transfer,23/Jun/17,1/Jul/17,8.00
56978,Landlord issues,Itty Bitty Peaches,Yorkshire Terrier,Cream,Dog,7 years 3 months.,Female,Reclaimed,,,
56979,Landlord issues,Pookie,Bloodhound/Hound,Brown,Dog,2 years 11 months.,Male,Reclaimed,,,
56980,Stray,Winona,Beagle,Tricolour,Dog,2 years 2 months.,Female,Adoption,23/Jun/17,13/Jul/17,20.00
56981,Stray,Lizza,Beagle,White and Tan,Dog,2 years 2 months.,Female,Adoption,23/Jun/17,22/Nov/17,152.00
56982,Stray,Woo,Beagle,White and Tan,Dog,2 years 2 months.,Male,Adoption,23/Jun/17,5/Jul/17,12.00
56983,Incompatible with owner lifestyle,Charlie,Beagle/Basset Hound,White and Tan,Dog,2 years 4 months.,Male,Adoption,23/Jun/17,8/Jul/17,15.00
56983,Incompatible with owner lifestyle,Charlie,Beagle/Basset Hound,White and Tan,Dog,2 years 4 months.,Male,Adoption,23/Jun/17,14/Jul/17,21.00
56983,Incompatible with owner lifestyle,Charlie,Beagle/Basset Hound,White and Tan,Dog,2 years 4 months.,Male,Adoption,23/Jun/17,21/Jul/17,28.00
56984,Stray,Dreamweaver,Domestic Short Hair,Dilute calico,Cat,4 years 2 months.,Female,Adoption,,,
56985,Stray,Shibby,Domestic Short Hair,Buff,Cat,4 years 3 months.,Male,Adoption,,,
56986,Police Assist,Rocky,Pomeranian,Black merle,Dog,10 years 3 months.,Male,Reclaimed,,,
56987,Owner Deceased,Bagheera,Domestic Short Hair,Black,Cat,10 years 3 months.,Female,Adoption,,,
56987,Owner Deceased,Bagheera,Domestic Short Hair,Black,Cat,10 years 3 months.,Female,Adoption,,,
56988,Owner Deceased,Mr. Blue,Domestic Short Hair,Grey,Cat,3 years 3 months.,Male,Adoption,,,
56989,Stray,Bunny,Domestic Short Hair,Black and grey,Cat,1 year 9 months.,Male,Adoption,,,
56992,Stray,Hermes,Hound/Labrador Retriever,White and Brown,Dog,2 years 8 months.,Male,Adoption,23/Jun/17,8/Jul/17,15.00
56992,Stray,Hermes,Hound/Labrador Retriever,White and Brown,Dog,2 years 8 months.,Male,Adoption,24/Jun/17,5/Jul/17,11.00
56993,Stray,Charlotte,Domestic Short Hair,Black and grey,Cat,1 year 4 months.,Female,Foster,,,
56993,Stray,Charlotte,Domestic Short Hair,Black and grey,Cat,1 year 4 months.,Female,Foster,,,
56993,Stray,Charlotte,Domestic Short Hair,Black and grey,Cat,1 year 4 months.,Female,Adoption,,,
56994,Stray,Cleo,Domestic Short Hair,Grey,Cat,2 years 0 months.,Female,Adoption,,,
56996,Stray,Sister Sas,British Shorthair,White and Tabby,Cat,7 years 3 months.,Female,Adoption,,,
56997,Stray,Meg,Domestic Short Hair,Black,Cat,2 years 5 months.,Female,Adoption,,,
56997,Stray,Meg,Domestic Short Hair,Black,Cat,2 years 5 months.,Female,Adoption,,,
56998,Police Assist,Watson,Jack Russell Terrier/Mix,White and Tan,Dog,14 years 3 months.,Male,Reclaimed,,,
56999,Stray,Thumbelino,American Fuzzy Lop,White and Black,House Rabbit,2 years 4 months.,Male,Adoption,,,
57000,Stray,Gabby,Domestic Short Hair,White and Tabby,Cat,1 year 4 months.,Female,Foster,,,
57000,Stray,Gabby,Domestic Short Hair,White and Tabby,Cat,1 year 4 months.,Female,Adoption,,,
57001,Stray,Indy,Domestic Short Hair,White and Tabby,Cat,1 year 4 months.,Female,Foster,,,
57001,Stray,Indy,Domestic Short Hair,White and Tabby,Cat,1 year 4 months.,Female,Adoption,,,
57002,Stray,Socks,Domestic Short Hair,Black and Brown,Cat,1 year 4 months.,Female,Foster,,,
57002,Stray,Socks,Domestic Short Hair,Black and Brown,Cat,1 year 4 months.,Female,Adoption,,,
57003,Stray,Puma,Domestic Short Hair,Black,Cat,7 years 3 months.,Male,Transfer,,,
57004,Stray,Darci,Domestic Short Hair,Black and Brown,Cat,5 years 8 months.,Female,Foster,,,
57004,Stray,Darci,Domestic Short Hair,Black and Brown,Cat,5 years 8 months.,Female,Adoption,,,
57006,Owner Deceased,Loretta,Domestic Short Hair,Black and Brown,Cat,8 years 0 months.,Female,Adoption,,,
57010,Stray,Coby,Boxer,White and Tan,Dog,7 years 0 months.,Male,Reclaimed,,,
57011,Owner Deceased,Cooper,Domestic Short Hair,Grey,Cat,5 years 0 months.,Male,Adoption,,,
57013,Stray,Mo,Domestic Long Hair,Grey and White,Cat,2 years 1 month.,Female,Foster,,,
57013,Stray,Mo,Domestic Long Hair,Grey and White,Cat,2 years 1 month.,Female,Adoption,,,
57016,Stray,Boots,Domestic Short Hair,Black and grey,Cat,1 year 7 months.,Female,Foster,,,
57016,Stray,Boots,Domestic Short Hair,Black and grey,Cat,1 year 7 months.,Female,Adoption,,,
57017,Moving,Oreo,Pitbull/Mix,White and Brindle,Dog,6 years 4 months.,Female,Adoption,24/Jun/17,16/Jul/17,22.00
57017,Moving,Oreo,Pitbull/Mix,White and Brindle,Dog,6 years 4 months.,Female,Foster,24/Jun/17,19/Jul/17,25.00
57017,Moving,Oreo,Pitbull/Mix,White and Brindle,Dog,6 years 4 months.,Female,Adoption,25/Jun/17,5/Jul/17,10.00
57018,Moving,Sasha,Belgian Shepherd/Australian Shepherd,White,Dog,7 years 3 months.,Female,Adoption,25/Jun/17,5/Jul/17,10.00
57019,Allergies,Loki,Domestic Short Hair,Black,Cat,3 years 2 months.,Female,Transfer,,,
57020,Allergies,Oreo,Domestic Short Hair,Black and White,Cat,5 years 2 months.,Male,Transfer,,,
57022,Owner Deceased,Vicki,Terrier/Hound,Brindle and Black,Dog,4 years 6 months.,Female,Adoption,25/Jun/17,1/Oct/17,98.00
57023,Owner Deceased,Blakely,Terrier/Hound,Black and Tan,Dog,2 years 2 months.,Female,Adoption,25/Jun/17,26/Jun/17,1.00
57024,Owner Deceased,Fluffy,Hound/Terrier,Tan and Black,Dog,2 years 2 months.,Female,Adoption,26/Jun/17,8/Aug/17,43.00
57025,Stray,Evita,Domestic Short Hair,Calico,Cat,1 year 11 months.,Female,Adoption,,,
57025,Stray,Evita,Domestic Short Hair,Calico,Cat,1 year 11 months.,Female,Foster,,,
57025,Stray,Evita,Domestic Short Hair,Calico,Cat,1 year 11 months.,Female,Adoption,,,
57026,Stray,Nightmare,Domestic Short Hair,Black,Cat,9 years 9 months.,Male,Reclaimed,,,
57026,Stray,Nightmare,Domestic Short Hair,Black,Cat,9 years 9 months.,Male,Reclaimed,,,
57027,Police Assist,Jackson Brown,Terrier/Mix,Brown,Dog,2 years 1 month.,Male,Reclaimed,,,
57028,Stray,Miss Kitty,Domestic Short Hair,Torbie,Cat,14 years 3 months.,Female,Reclaimed,,,
57030,Abandoned,Geronimo,Domestic Short Hair,Brown and Black,Cat,1 year 8 months.,Male,Adoption,,,
57033,Owner Deceased,Wiley,Terrier/Hound,Cream,Dog,2 years 2 months.,Male,Foster,26/Jun/17,13/Jul/17,17.00
57033,Owner Deceased,Wiley,Terrier/Hound,Cream,Dog,2 years 2 months.,Male,Adoption,25/Jun/17,26/Jun/17,1.00
57034,Stray,Frisk,Domestic Short Hair,Black,Cat,1 year 8 months.,Male,Adoption,,,
57035,Sick/Injured,Joe,Shar-Pei/Mix,Cream,Dog,2 years 7 months.,Male,Adoption,26/Jun/17,10/Jul/17,14.00
57036,Incompatible with owner lifestyle,Chance,"Schnauzer, Miniature",Black,Dog,8 years 0 months.,Male,Adoption,27/Jun/17,27/Jun/17,#NUM!
57037,Stray,Valdez,Domestic Medium Hair,Black,Cat,100 years 3 months.,Unknown,Transfer,,,
57038,Owner Deceased,Pee Wee,Domestic Short Hair,Black and grey,Cat,8 years 9 months.,Female,Transfer,,,
57041,Stray,Russell,Pug/Beagle,Tan,Dog,5 years 2 months.,Male,Adoption,27/Jun/17,18/Dec/17,174.00
57045,Stray,Mojito,Shar Pei/Mix,Chocolate,Dog,2 years 4 months.,Female,Reclaimed,,,
57045,Stray,Mojito,Shar Pei/Mix,Chocolate,Dog,2 years 4 months.,Female,Foster,27/Jun/17,14/Jul/17,17.00
57045,Stray,Mojito,Shar Pei/Mix,Chocolate,Dog,2 years 4 months.,Female,Adoption,28/Jun/17,30/Jun/17,2.00
57046,Stray,Bon-Bon,Domestic Short Hair,Black and White,Cat,1 year 10 months.,Female,Adoption,,,
57047,Stray,Fluffer Bumpkins,Bunny Rabbit,Black and White,House Rabbit,1 year 7 months.,Female,Adoption,,,
57048,Stray,Miles,Beagle,Brown and White,Dog,8 years 3 months.,Male,Reclaimed,,,
57049,Police Assist,Seven,American Bulldog/Mix,White,Dog,3 years 3 months.,Male,Reclaimed,,,
57050,Stray,Momma Kitty,Domestic Medium Hair,Torbie,Cat,4 years 10 months.,Female,Adoption,,,
57051,Stray,Natasha,Domestic Short Hair,Chocolate,Cat,1 year 5 months.,Female,Adoption,,,
57052,Stray,Imotep,Domestic Long Hair,Chocolate,Cat,1 year 5 months.,Male,Adoption,,,
57053,Stray,Tristen,Domestic Short Hair,Grey,Cat,1 year 5 months.,Male,Adoption,,,
57054,Owner Deceased,Rocky,Terrier/Hound,Tan and Black,Dog,2 years 2 months.,Male,Adoption,28/Jun/17,12/Jul/17,14.00
57055,Stray,Hanna,Chocolate Labrador Retriever,Chocolate,Dog,2 years 4 months.,Female,Adoption,28/Jun/17,11/Jul/17,13.00
57055,Stray,Hanna,Chocolate Labrador Retriever,Chocolate,Dog,2 years 4 months.,Female,Adoption,29/Jun/17,19/Jul/17,20.00
57055,Stray,Hanna,Chocolate Labrador Retriever,Chocolate,Dog,2 years 4 months.,Female,Adoption,29/Jun/17,19/Jul/17,20.00
57056,Litter relinquishment,Ireland,Hound/Heeler,Black,Dog,1 year 5 months.,Female,Adoption,29/Jun/17,12/Jul/17,13.00
57057,Litter relinquishment,Argentina,Hound/Heeler,Brown,Dog,1 year 5 months.,Female,Adoption,29/Jun/17,5/Aug/17,37.00
57058,Litter relinquishment,Norway,Hound/Heeler,Brown,Dog,1 year 5 months.,Male,Adoption,29/Jun/17,19/Jul/17,20.00
57059,Litter relinquishment,MAGNUM,Hound/Heeler,Brown,Dog,1 year 10 months.,Male,Adoption,30/Jun/17,30/Jun/17,#NUM!
57060,Litter relinquishment,Denmark,Hound/Heeler,Tan,Dog,1 year 5 months.,Male,Adoption,30/Jun/17,30/Jun/17,#NUM!
57061,Litter relinquishment,Nepal,Hound/Heeler,Golden,Dog,1 year 5 months.,Male,Adoption,30/Jun/17,30/Jun/17,#NUM!
57062,Owner Deceased,Jay,Domestic Short Hair,Black and White,Cat,4 years 9 months.,Female,Foster,,,
57062,Owner Deceased,Jay,Domestic Short Hair,Black and White,Cat,4 years 9 months.,Female,Adoption,,,
57062,Owner Deceased,Jay,Domestic Short Hair,Black and White,Cat,4 years 9 months.,Female,Adoption,,,
57064,Owner Deceased,Jess,Domestic Short Hair,Black and White,Cat,4 years 3 months.,Female,Foster,,,
57064,Owner Deceased,Jess,Domestic Short Hair,Black and White,Cat,4 years 3 months.,Female,Adoption,,,
57065,Transfer from Other Shelter,Colby,Yorkshire Terrier,Brown,Dog,12 years 5 months.,Male,Foster,30/Jun/17,30/Jun/17,#NUM!
57065,Transfer from Other Shelter,Colby,Yorkshire Terrier,Brown,Dog,12 years 5 months.,Male,Foster,30/Jun/17,30/Jun/17,#NUM!
57065,Transfer from Other Shelter,Colby,Yorkshire Terrier,Brown,Dog,12 years 5 months.,Male,Foster,30/Jun/17,17/Jul/17,17.00
57065,Transfer from Other Shelter,Colby,Yorkshire Terrier,Brown,Dog,12 years 5 months.,Male,Adoption,30/Jun/17,1/Aug/17,32.00
57066,Incompatible with owner lifestyle,Moses,Boxer/Pitbull,Black and White,Dog,1 year 7 months.,Male,Adoption,30/Jun/17,12/Sep/17,74.00
57069,Stray,Napoleon,Domestic Short Hair,Grey,Cat,1 year 4 months.,Male,Adoption,,,
57070,Stray,Abby Grace,Domestic Short Hair,Tortie,Cat,3 years 3 months.,Female,Adoption,,,
57070,Stray,Abby Grace,Domestic Short Hair,Tortie,Cat,3 years 3 months.,Female,Adoption,,,
57071,Stray,Aruba6,Domestic Short Hair,Black,Cat,1 year 4 months.,Female,Adoption,,,
57072,Stray,B Dog,Golden Retriever,Golden,Dog,10 years 5 months.,Male,Reclaimed,,,
57074,Stray,Zachariah,Domestic Short Hair,Black,Cat,3 years 3 months.,Male,Adoption,,,
57075,Stray,Katie,Coonhound/Vizsla,Red,Dog,13 years 4 months.,Female,Reclaimed,,,
57077,Incompatible with owner lifestyle,Mary Jane,Domestic Short Hair,Orange and White,Cat,5 years 3 months.,Female,Adoption,,,
57079,Incompatible with owner lifestyle,Miss Gray,Domestic Short Hair,Torbie,Cat,2 years 9 months.,Female,Transfer,,,
57080,Incompatible with owner lifestyle,Hibaby,Domestic Short Hair,Tortie,Cat,2 years 9 months.,Female,Transfer,,,
57081,Incompatible with owner lifestyle,Hihi,Domestic Short Hair,Grey,Cat,3 years 3 months.,Female,Transfer,,,
57082,Incompatible with owner lifestyle,Coleen,Domestic Short Hair,Torbie,Cat,2 years 9 months.,Female,Transfer,,,
57083,Incompatible with owner lifestyle,Aileen,Domestic Short Hair,Tortie,Cat,2 years 9 months.,Female,Transfer,,,
57084,Stray,Sienna,Domestic Short Hair,Grey and White,Cat,4 years 3 months.,Female,Foster,,,
57084,Stray,Sienna,Domestic Short Hair,Grey and White,Cat,4 years 3 months.,Female,Adoption,,,
57085,Stray,Sansa,Domestic Short Hair,Grey and White,Cat,1 year 4 months.,Female,Foster,,,
57085,Stray,Sansa,Domestic Short Hair,Grey and White,Cat,1 year 4 months.,Female,Adoption,,,
57086,Stray,Sully,Domestic Short Hair,Grey,Cat,1 year 4 months.,Male,Foster,,,
57086,Stray,Sully,Domestic Short Hair,Grey,Cat,1 year 4 months.,Male,Adoption,,,
57087,Stray,Bela,Pit Bull Terrier,Black,Dog,12 years 10 months.,Female,Adoption,30/Jun/17,30/Jul/17,30.00
57088,Stray,Ziggy,Pitbull/Mix,Brindle and Black,Dog,8 years 3 months.,Male,Adoption,30/Jun/17,13/Jul/17,13.00
57089,Stray,Carolina,Lionhead,Grey,House Rabbit,2 years 3 months.,Female,Adoption,,,
57090,Biting,Buddy,Pug/Beagle,Fawn,Dog,3 years 5 months.,Male,Adoption,30/Jun/17,11/Aug/17,42.00
57091,Stray,Shawn,Domestic Long Hair,"Brown, Black and White",Cat,2 years 2 months.,Male,Adoption,,,
57092,Moving,Lizzy Lou,Domestic Short Hair,Black and grey,Cat,10 years 3 months.,Female,Foster,,,
57092,Moving,Lizzy Lou,Domestic Short Hair,Black and grey,Cat,10 years 3 months.,Female,Foster,,,
57092,Moving,Lizzy Lou,Domestic Short Hair,Black and grey,Cat,10 years 3 months.,Female,Adoption,,,
57095,Moving,Peanut,Domestic Short Hair,"Brown, Black and White",Cat,2 years 9 months.,Female,Foster,,,
57095,Moving,Peanut,Domestic Short Hair,"Brown, Black and White",Cat,2 years 9 months.,Female,Adoption,,,
57096,Moving,Nala,Domestic Short Hair,Black and Brown,Cat,1 year 7 months.,Female,Foster,,,
57096,Moving,Nala,Domestic Short Hair,Black and Brown,Cat,1 year 7 months.,Female,Adoption,,,
57097,Moving,Simba,Domestic Short Hair,"Brown, Black and White",Cat,1 year 5 months.,Male,Foster,,,
57097,Moving,Simba,Domestic Short Hair,"Brown, Black and White",Cat,1 year 5 months.,Male,Adoption,,,
57098,Moving,Sarabi,Domestic Short Hair,"Brown, Black and White",Cat,1 year 5 months.,Female,Foster,,,
57098,Moving,Sarabi,Domestic Short Hair,"Brown, Black and White",Cat,1 year 5 months.,Female,Adoption,,,
57099,Moving,Mufasa,Domestic Short Hair,Black and Brown,Cat,1 year 5 months.,Male,Foster,,,
57099,Moving,Mufasa,Domestic Short Hair,Black and Brown,Cat,1 year 5 months.,Male,Adoption,,,
57100,Stray,Big Boy,Goat,Tricolour,Goat,2 years 3 months.,Male,Reclaimed,,,
57101,Stray,Little Boy,Goat,Tricolour,Goat,2 years 3 months.,Male,Reclaimed,,,
57102,Stray,Roy,Goat,Tricolour,Goat,2 years 3 months.,Male,Reclaimed,,,
57103,TNR - Trap/Neuter/Release,Gail,Goat,Tricolour,Goat,2 years 3 months.,Female,Reclaimed,,,
57107,Stray,Danni,Domestic Medium Hair,Grey,Cat,6 years 3 months.,Female,Adoption,,,
57108,Stray,Julius,Domestic Short Hair,Orange,Cat,7 years 3 months.,Male,Adoption,,,
57109,Moving,Willow,Domestic Short Hair,Torbie,Cat,7 years 7 months.,Female,Adoption,,,
57110,Stray,Lucy,Domestic Short Hair,Orange,Cat,1 year 4 months.,Female,Foster,,,
57110,Stray,Lucy,Domestic Short Hair,Orange,Cat,1 year 4 months.,Female,Adoption,,,
57111,Moving,Smokie,Domestic Short Hair,Grey,Cat,6 years 9 months.,Male,Adoption,,,
57111,Moving,Smokie,Domestic Short Hair,Grey,Cat,6 years 9 months.,Male,Adoption,,,
57111,Moving,Smokie,Domestic Short Hair,Grey,Cat,6 years 9 months.,Male,Reclaimed,,,
57111,Moving,Smokie,Domestic Short Hair,Grey,Cat,6 years 9 months.,Male,Transfer,,,
57112,Litter relinquishment,Jasmine,Domestic Short Hair,Tortie,Cat,4 years 8 months.,Female,Adoption,,,
57112,Litter relinquishment,Jasmine,Domestic Short Hair,Tortie,Cat,4 years 8 months.,Female,Adoption,,,
57113,Litter relinquishment,Shenzi,Domestic Short Hair,Black,Cat,1 year 4 months.,Female,Adoption,,,
57114,Litter relinquishment,Banzai,Domestic Short Hair,Orange and White,Cat,1 year 4 months.,Female,Adoption,,,
57116,Stray,China,Domestic Medium Hair,Black and White,Cat,13 years 6 months.,Female,Reclaimed,,,
57117,Incompatible with owner lifestyle,Oliver,Maltese,White,Dog,8 years 3 months.,Male,Adoption,30/Jun/17,10/Sep/17,72.00
57118,Sick/Injured,Miracle,Domestic Short Hair,White and Black,Cat,1 year 4 months.,Unknown,Transfer,,,
57120,Stray,Kitty,Domestic Short Hair,Black,Cat,10 years 3 months.,Male,Reclaimed,,,
57122,Stray,Ranger,Beagle,Tricolour,Dog,7 years 10 months.,Male,Reclaimed,,,
57123,Stray,Diesel,Labrador Retriever,Black,Dog,11 years 6 months.,Female,Reclaimed,,,
57124,Stray,Chuchundra,Domestic Short Hair,White and Tabby,Cat,24 weeks.,Female,Adoption,,,
57126,Stray,Remi,Labrador Retriever,Chocolate,Dog,2 years 3 months.,Male,Reclaimed,,,
57129,Born in Shelter,Hubble,Labrador Retriever/Rottweiler,Cream,Dog,1 year 3 months.,Male,Foster,1/Jul/17,23/Jul/17,22.00
57129,Born in Shelter,Hubble,Labrador Retriever/Rottweiler,Cream,Dog,1 year 3 months.,Male,Foster,1/Jul/17,12/Jul/17,11.00
57129,Born in Shelter,Hubble,Labrador Retriever/Rottweiler,Cream,Dog,1 year 3 months.,Male,Adoption,2/Jul/17,5/Jul/17,3.00
57130,Born in Shelter,Cosmos,Labrador Retriever/Rottweiler,Tan,Dog,1 year 3 months.,Male,Foster,2/Jul/17,8/Jul/17,6.00
57130,Born in Shelter,Cosmos,Labrador Retriever/Rottweiler,Tan,Dog,1 year 3 months.,Male,Foster,2/Jul/17,27/Nov/17,148.00
57130,Born in Shelter,Cosmos,Labrador Retriever/Rottweiler,Tan,Dog,1 year 3 months.,Male,Adoption,3/Jul/17,3/Jul/17,#NUM!
57131,Born in Shelter,Celeste,Labrador Retriever/Rottweiler,Black and Tan,Dog,1 year 3 months.,Female,Foster,3/Jul/17,5/Jul/17,2.00
57131,Born in Shelter,Celeste,Labrador Retriever/Rottweiler,Black and Tan,Dog,1 year 3 months.,Female,Foster,3/Jul/17,5/Jul/17,2.00
57131,Born in Shelter,Celeste,Labrador Retriever/Rottweiler,Black and Tan,Dog,1 year 3 months.,Female,Adoption,3/Jul/17,9/Jul/17,6.00
57132,Born in Shelter,Luna,Shep Mix,Black,Dog,1 year 9 months.,Female,Foster,5/Jul/17,11/Aug/17,37.00
57132,Born in Shelter,Luna,Shep Mix,Black,Dog,1 year 9 months.,Female,Foster,5/Jul/17,19/Jul/17,14.00
57132,Born in Shelter,Luna,Shep Mix,Black,Dog,1 year 9 months.,Female,Adoption,5/Jul/17,7/Jul/17,2.00
57132,Born in Shelter,Luna,Shep Mix,Black,Dog,1 year 9 months.,Female,Reclaimed,,,
57133,Born in Shelter,Shadow,Labrador Retriever/Rottweiler,Black,Dog,1 year 3 months.,Female,Foster,5/Jul/17,5/Jul/17,#NUM!
57133,Born in Shelter,Shadow,Labrador Retriever/Rottweiler,Black,Dog,1 year 3 months.,Female,Foster,5/Jul/17,6/Jul/17,1.00
57133,Born in Shelter,Shadow,Labrador Retriever/Rottweiler,Black,Dog,1 year 3 months.,Female,Adoption,5/Jul/17,5/Jul/17,#NUM!
57134,Born in Shelter,Stella,Labrador Retriever/Rottweiler,Black,Dog,1 year 3 months.,Female,Foster,5/Jul/17,20/Jul/17,15.00
57134,Born in Shelter,Stella,Labrador Retriever/Rottweiler,Black,Dog,1 year 3 months.,Female,Foster,5/Jul/17,6/Jul/17,1.00
57134,Born in Shelter,Stella,Labrador Retriever/Rottweiler,Black,Dog,1 year 3 months.,Female,Foster,5/Jul/17,6/Jul/17,1.00
57134,Born in Shelter,Stella,Labrador Retriever/Rottweiler,Black,Dog,1 year 3 months.,Female,Adoption,6/Jul/17,29/Jul/17,23.00
57136,Stray,Harley,,Black,Snake,2 years 3 months.,Unknown,Reclaimed,,,
57137,Incompatible with owner lifestyle,Bunyip,Dutch,Grey,House Rabbit,3 years 3 months.,Male,Adoption,,,
57138,Incompatible with owner lifestyle,Sammy,German Shepherd Dog,Grey and black,Dog,6 years 8 months.,Male,Adoption,6/Jul/17,6/Jul/17,#NUM!
57139,Stray,Toby,Yorkshire Terrier,Tan and Black,Dog,8 years 2 months.,Male,Reclaimed,,,
57140,Stray,Luna,Beagle/Shar Pei,Black and White,Dog,2 years 9 months.,Female,Foster,6/Jul/17,18/Jul/17,12.00
57140,Stray,Luna,Beagle/Shar Pei,Black and White,Dog,2 years 9 months.,Female,Adoption,6/Jul/17,31/Jul/17,25.00
57141,Incompatible with owner lifestyle,Ana,Domestic Short Hair,Torbie,Cat,4 years 3 months.,Female,Adoption,,,
57142,Incompatible with owner lifestyle,Buddy,Domestic Short Hair,Black and White,Cat,11 years 3 months.,Male,Foster,,,
57142,Incompatible with owner lifestyle,Buddy,Domestic Short Hair,Black and White,Cat,11 years 3 months.,Male,Adoption,,,
57145,Stray,Mango,Chihuahua,Cream,Dog,1 year 9 months.,Female,Adoption,6/Jul/17,29/Jul/17,23.00
57146,Stray,Plum,Chihuahua,Cream,Dog,1 year 5 months.,Female,Foster,6/Jul/17,7/Jul/17,1.00
57146,Stray,Plum,Chihuahua,Cream,Dog,1 year 5 months.,Female,Foster,7/Jul/17,25/Jul/17,18.00
57146,Stray,Plum,Chihuahua,Cream,Dog,1 year 5 months.,Female,Foster,7/Jul/17,28/Jul/17,21.00
57146,Stray,Plum,Chihuahua,Cream,Dog,1 year 5 months.,Female,Transfer,7/Jul/17,11/Aug/17,35.00
57147,Stray,Peach,Chihuahua,Tan,Dog,1 year 5 months.,Female,Foster,8/Jul/17,14/Jul/17,6.00
57147,Stray,Peach,Chihuahua,Tan,Dog,1 year 5 months.,Female,Transfer,9/Jul/17,9/Jul/17,#NUM!
57148,Stray,Starfruit,Chihuahua,Tan,Dog,1 year 5 months.,Male,Foster,9/Jul/17,20/Jul/17,11.00
57148,Stray,Starfruit,Chihuahua,Tan,Dog,1 year 5 months.,Male,Transfer,10/Jul/17,25/Jul/17,15.00
57149,Incompatible with owner lifestyle,Kara,Standard,Tan and White,Rat,1 year 11 months.,Female,Adoption,,,
57150,Incompatible with owner lifestyle,Michone,Standard,Black and White,Rat,2 years 2 months.,Female,Adoption,,,
57151,Incompatible with owner lifestyle,Ivy,Standard,Black and White,Rat,2 years 2 months.,Female,Adoption,,,
57152,Incompatible with owner lifestyle,Benson,Pitbull,Black and White,Dog,5 years 9 months.,Male,Adoption,10/Jul/17,29/Jul/17,19.00
57154,Stray,Tucker,Pug,Brindle and Black,Dog,15 years 0 months.,Male,Reclaimed,,,
57157,Incompatible with owner lifestyle,Buffy,Domestic Short Hair,Buff,Cat,1 year 3 months.,Male,Foster,,,
57157,Incompatible with owner lifestyle,Buffy,Domestic Short Hair,Buff,Cat,1 year 3 months.,Male,Adoption,,,
57158,Stray,Kilo,Husky,White,Dog,4 years 3 months.,Female,Reclaimed,,,
